symboling,normalized-losses,make,fuel-type,aspiration,num-of-doors,body-style,drive-wheels,engine-location,wheel-base,length,width,height,curb-weight,engine-type,num-of-cylinders,engine-size,fuel-system,bore,stroke,compression-ratio,horsepower,peak-rpm,city-mpg,highway-mpg,price,num_doors,num_cylinders,engine_size_cc,power2weight_ratio,vehicle_volume,engine_power_density,fuel_efficiency,performance_index,engine_performance
0,85.0,4,1,0,0,3,1,0,96.5,175.4,65.2,54.1,2304,1,2,110,0,10,27,9.0,86,17,27,33,8845.0,4,4,1802,0.03732638888888889,618691.9280000001,0.7818181818181819,30.0,216.49305555555554,193.5
0,85.0,4,1,0,0,3,1,0,96.5,175.4,62.5,54.1,2372,1,2,110,0,10,27,9.0,86,17,27,33,10295.0,4,4,1802,0.03625632377740304,593071.25,0.7818181818181819,30.0,210.2866779089376,193.5
0,85.0,4,1,0,0,3,1,0,96.5,175.4,65.2,54.1,2465,1,2,110,4,10,27,9.0,101,17,24,28,12945.0,4,4,1802,0.040973630831643,618691.9280000001,0.9181818181818182,26.0,237.64705882352942,227.25
1,107.0,4,1,0,1,3,1,0,96.5,169.1,66.0,51.0,2293,1,2,110,1,10,27,9.1,100,15,25,31,10345.0,2,4,1802,0.043610989969472304,569190.6,0.9090909090909091,28.0,239.8604448320977,227.5
0,145.0,5,1,0,0,3,2,0,113.0,199.6,69.6,52.8,4066,0,3,258,4,29,31,8.1,176,6,15,19,32250.0,4,6,4227,0.04328578455484506,733506.0479999998,0.6821705426356589,17.0,205.60747663551402,237.6
1,104.0,6,1,0,1,2,1,0,93.1,159.1,64.2,54.1,1890,1,2,91,1,6,11,9.0,68,9,30,31,5195.0,2,4,1491,0.03597883597883598,552589.302,0.7472527472527473,30.5,179.8941798941799,153.0
1,104.0,6,1,0,1,2,1,0,93.1,159.1,64.2,54.1,1900,1,2,91,1,6,11,9.0,68,9,31,38,6095.0,2,4,1491,0.035789473684210524,552589.302,0.7472527472527473,34.5,178.94736842105263,153.0
1,104.0,6,1,0,1,2,1,0,93.1,159.1,64.2,54.1,1905,1,2,91,1,6,11,9.0,68,9,31,38,6795.0,2,4,1491,0.03569553805774278,552589.302,0.7472527472527473,34.5,178.47769028871392,153.0
1,113.0,6,1,0,0,3,1,0,93.1,166.8,64.2,54.1,1945,1,2,91,1,6,11,9.0,68,9,31,38,6695.0,4,4,1491,0.03496143958868895,579333.0960000001,0.7472527472527473,34.5,174.80719794344472,153.0
1,113.0,6,1,0,0,3,1,0,93.1,166.8,64.2,54.1,1950,1,2,91,1,8,11,9.0,68,9,31,38,7395.0,4,4,1491,0.03487179487179487,579333.0960000001,0.7472527472527473,34.5,174.35897435897436,153.0
1,129.0,6,1,0,1,2,1,0,98.8,177.8,66.5,53.7,2385,1,2,122,1,19,19,8.6,84,7,26,32,8845.0,2,4,1999,0.03522012578616352,634932.6900000001,0.6885245901639344,29.0,169.0566037735849,180.6
0,115.0,6,1,0,0,3,1,0,98.8,177.8,66.5,55.5,2410,1,2,122,1,19,19,8.6,84,7,26,32,8495.0,4,4,1999,0.034854771784232366,656215.3500000001,0.6885245901639344,29.0,167.30290456431536,180.6
1,129.0,6,1,0,1,2,1,0,98.8,177.8,66.5,53.7,2385,1,2,122,1,19,19,8.6,84,7,26,32,10595.0,2,4,1999,0.03522012578616352,634932.6900000001,0.6885245901639344,29.0,169.0566037735849,180.6
0,115.0,6,1,0,0,3,1,0,98.8,177.8,66.5,55.5,2410,1,2,122,1,19,19,8.6,84,7,26,32,10245.0,4,4,1999,0.034854771784232366,656215.3500000001,0.6885245901639344,29.0,167.30290456431536,180.6
0,115.0,6,1,0,0,2,1,0,98.8,177.8,66.5,55.5,2425,1,2,122,1,19,19,8.6,84,7,26,32,11245.0,4,4,1999,0.03463917525773196,656215.3500000001,0.6885245901639344,29.0,166.2680412371134,180.6
0,118.0,6,1,0,0,3,2,0,104.9,175.0,66.1,54.4,2670,1,2,140,4,31,12,8.0,120,9,19,27,18280.0,4,4,2294,0.0449438202247191,629271.9999999999,0.8571428571428571,23.0,224.7191011235955,240.0
0,123.93333333333334,6,0,0,0,3,2,0,104.9,175.0,66.1,54.4,2700,1,2,134,2,20,28,22.0,72,1,31,39,18344.0,4,4,2195,0.02666666666666667,629271.9999999999,0.5373134328358209,35.0,112.0,396.0
-1,93.0,7,0,1,0,3,2,0,110.0,190.9,70.3,56.5,3515,1,1,183,2,24,28,21.5,123,3,22,25,25552.0,4,5,2998,0.03499288762446657,758245.255,0.6721311475409836,23.5,152.21906116642958,528.9
-1,93.0,7,0,1,0,4,2,0,110.0,190.9,70.3,58.7,3750,1,1,183,2,24,28,21.5,123,3,22,25,28248.0,4,5,2998,0.0328,787769.849,0.6721311475409836,23.5,142.68,528.9
0,93.0,7,0,1,1,1,2,0,106.7,187.5,70.3,54.9,3495,1,1,183,2,24,28,21.5,123,3,22,25,28176.0,2,5,2998,0.0351931330472103,723650.625,0.6721311475409836,23.5,153.09012875536482,528.9
-1,93.0,7,0,1,0,3,2,0,115.6,202.6,71.7,56.3,3770,1,1,183,2,24,28,21.5,123,3,22,25,31600.0,4,5,2998,0.03262599469496021,817837.446,0.6721311475409836,23.5,141.92307692307693,528.9
-1,102.8,7,1,0,0,3,2,0,115.6,202.6,71.7,56.5,3740,3,0,234,4,21,9,8.3,155,6,16,18,34184.0,4,8,3834,0.04144385026737968,820742.73,0.6623931623931624,17.0,196.85828877005346,160.8125
3,142.0,7,1,0,1,0,2,0,96.6,180.3,70.5,50.8,3685,3,0,234,4,21,9,8.3,155,6,16,18,35056.0,2,8,3834,0.04206241519674356,645726.42,0.6623931623931624,17.0,199.7964721845319,160.8125
0,102.8,7,1,0,0,3,2,0,120.9,208.1,71.7,56.7,3900,3,0,308,4,33,18,8.0,184,5,14,16,40960.0,4,8,5047,0.04717948717948718,846007.6590000001,0.5974025974025974,15.0,212.30769230769232,184.0
1,102.8,7,1,0,1,1,2,0,112.0,199.2,72.0,55.4,3715,3,0,304,4,33,18,8.0,184,5,14,16,45400.0,2,8,4981,0.04952893674293405,794568.96,0.6052631578947368,15.0,222.88021534320322,184.0
2,161.0,8,1,0,1,2,1,0,93.7,157.3,64.4,50.8,1918,1,2,92,1,3,15,9.4,68,15,37,41,5389.0,2,4,1507,0.035453597497393116,514610.096,0.7391304347826086,39.0,194.99478623566216,159.8
2,161.0,8,1,0,1,2,1,0,93.7,157.3,64.4,50.8,1944,1,2,92,1,3,15,9.4,68,15,31,38,6189.0,2,4,1507,0.03497942386831276,514610.096,0.7391304347826086,34.5,192.38683127572017,159.8
2,161.0,8,1,0,1,2,1,0,93.7,157.3,64.4,50.8,2004,1,2,92,1,3,15,9.4,68,15,31,38,6669.0,2,4,1507,0.033932135728542916,514610.096,0.7391304347826086,34.5,186.62674650698602,159.8
1,161.0,8,1,1,1,2,1,0,93.0,157.3,63.8,50.8,2145,1,2,98,5,6,19,7.6,102,15,24,30,7689.0,2,4,1605,0.04755244755244755,509815.59199999995,1.0408163265306123,27.0,261.53846153846155,193.79999999999998
3,153.0,8,1,1,1,2,1,0,96.3,173.0,65.4,49.4,2370,1,2,110,5,11,22,7.5,116,15,23,30,9959.0,2,4,1802,0.048945147679324896,558921.48,1.0545454545454545,26.5,269.19831223628694,217.5
3,153.0,8,1,0,1,2,1,0,96.3,173.0,65.4,49.4,2328,1,2,122,1,18,22,8.5,88,9,25,32,8499.0,2,4,1999,0.037800687285223365,558921.48,0.7213114754098361,28.5,189.00343642611685,187.0
3,146.2,8,1,1,1,2,1,0,95.9,173.2,66.3,50.2,2833,1,2,156,5,24,29,7.0,145,9,19,24,12629.0,2,4,2556,0.05118249205788916,576454.632,0.9294871794871795,21.5,255.91246028944582,253.75
3,146.2,8,1,1,1,2,1,0,95.9,173.2,66.3,50.2,2921,1,2,156,5,25,29,7.0,145,9,19,24,14869.0,2,4,2556,0.04964053406367682,576454.632,0.9294871794871795,21.5,248.20267031838412,253.75
3,146.2,8,1,1,1,2,1,0,95.9,173.2,66.3,50.2,2926,1,2,156,5,25,29,7.0,145,9,19,24,14489.0,2,4,2556,0.04955570745044429,576454.632,0.9294871794871795,21.5,247.77853725222147,253.75
1,125.0,8,1,0,0,3,1,0,96.3,172.4,65.4,51.6,2365,1,2,122,1,18,22,8.5,88,9,25,32,6989.0,4,4,1999,0.037209302325581395,581787.9360000001,0.7213114754098361,28.5,186.04651162790697,187.0
1,125.0,8,1,0,0,3,1,0,96.3,172.4,65.4,51.6,2405,1,2,122,1,18,22,8.5,88,9,25,32,8189.0,4,4,1999,0.03659043659043659,581787.9360000001,0.7213114754098361,28.5,182.95218295218297,187.0
1,125.0,8,1,1,0,3,1,0,96.3,172.4,65.4,51.6,2403,1,2,110,5,11,22,7.5,116,15,23,30,9279.0,4,4,1802,0.04827299209321681,581787.9360000001,1.0545454545454545,26.5,265.50145651269247,217.5
-1,137.0,8,1,0,0,3,1,0,96.3,172.4,65.4,51.6,2403,1,2,110,5,11,22,7.5,116,15,23,30,9279.0,4,4,1802,0.04827299209321681,581787.9360000001,1.0545454545454545,26.5,265.50145651269247,217.5
1,128.0,9,1,0,1,3,1,0,94.5,165.3,63.8,54.5,1889,1,2,97,1,10,17,9.4,69,11,31,37,5499.0,2,4,1589,0.036527263102170464,574764.63,0.711340206185567,34.0,189.9417681312864,162.15
1,128.0,9,0,0,1,3,1,0,94.5,165.3,63.8,54.5,2017,1,2,103,2,4,23,21.9,55,7,45,50,7099.0,2,4,1687,0.027268220128904314,574764.63,0.5339805825242718,47.5,130.8874566187407,301.125
1,128.0,9,1,0,1,3,1,0,94.5,165.3,63.8,54.5,1918,1,2,97,1,10,17,9.4,69,11,31,37,6649.0,2,4,1589,0.03597497393117831,574764.63,0.711340206185567,34.0,187.06986444212723,162.15
1,122.0,9,1,0,0,3,1,0,94.5,165.3,63.8,54.5,1938,1,2,97,1,10,17,9.4,69,11,31,37,6849.0,4,4,1589,0.03560371517027864,574764.63,0.711340206185567,34.0,185.13931888544892,162.15
1,103.0,9,1,0,0,4,1,0,94.5,170.2,63.8,53.5,2024,1,2,97,1,10,17,9.4,69,11,31,37,7349.0,4,4,1589,0.03409090909090909,580943.6599999999,0.711340206185567,34.0,177.27272727272728,162.15
1,128.0,9,1,0,1,3,1,0,94.5,165.3,63.8,54.5,1951,1,2,97,1,10,17,9.4,69,11,31,37,7299.0,2,4,1589,0.035366478728856995,574764.63,0.711340206185567,34.0,183.90568939005638,162.15
1,128.0,9,1,0,1,2,1,0,94.5,165.6,63.8,53.3,2028,1,2,97,1,10,17,9.4,69,11,31,37,7799.0,2,4,1589,0.034023668639053255,563129.4239999999,0.711340206185567,34.0,176.92307692307693,162.15
1,122.0,9,1,0,0,3,1,0,94.5,165.3,63.8,54.5,1971,1,2,97,1,10,17,9.4,69,11,31,37,7499.0,4,4,1589,0.0350076103500761,574764.63,0.711340206185567,34.0,182.03957382039573,162.15
1,103.0,9,1,0,0,4,1,0,94.5,170.2,63.8,53.5,2037,1,2,97,1,10,17,9.4,69,11,31,37,7999.0,4,4,1589,0.033873343151693665,580943.6599999999,0.711340206185567,34.0,176.14138438880707,162.15
2,168.0,9,1,0,1,1,1,0,95.1,162.4,63.8,53.3,2008,1,2,97,1,10,17,9.4,69,11,31,37,8249.0,2,4,1589,0.03436254980079681,552247.696,0.711340206185567,34.0,178.68525896414343,162.15
0,106.0,9,1,0,0,2,1,0,97.2,173.4,65.2,54.7,2324,1,2,120,1,16,23,8.5,97,11,27,34,8949.0,4,4,1966,0.04173838209982788,618420.696,0.8083333333333333,30.5,217.039586919105,206.125
0,106.0,9,1,0,0,3,1,0,97.2,173.4,65.2,54.7,2302,1,2,120,1,16,23,8.5,97,11,27,34,9549.0,4,4,1966,0.0421372719374457,618420.696,0.8083333333333333,30.5,219.11381407471762,206.125
0,128.0,9,1,0,0,3,1,0,100.4,181.7,66.5,55.1,3095,3,3,181,4,20,16,9.0,152,11,17,22,13499.0,4,6,2966,0.04911147011308562,665776.0549999999,0.8397790055248618,19.5,255.37964458804524,228.0
0,108.0,9,1,0,0,4,1,0,100.4,184.6,66.5,56.1,3296,3,3,181,4,20,16,9.0,152,11,17,22,14399.0,4,6,2966,0.04611650485436893,688677.99,0.8397790055248618,19.5,239.80582524271844,228.0
0,108.0,9,1,0,0,3,1,0,100.4,184.6,66.5,55.1,3060,3,3,181,4,20,16,9.0,152,11,19,25,13499.0,4,6,2966,0.04967320261437908,676402.09,0.8397790055248618,22.0,258.30065359477123,228.0
3,194.0,9,1,0,1,2,2,0,91.3,170.7,67.9,49.7,3071,3,3,181,4,20,16,9.0,160,11,19,25,17199.0,2,6,2966,0.052100293064148484,576049.341,0.8839779005524862,22.0,270.92152393357213,240.0
3,194.0,9,1,1,1,2,2,0,91.3,170.7,67.9,49.7,3139,3,3,181,4,20,16,7.8,200,11,17,23,19699.0,2,6,2966,0.06371455877668047,576049.341,1.1049723756906078,20.0,331.31570563873845,260.0
1,231.0,9,1,0,1,2,2,0,99.2,178.5,67.9,49.7,3139,3,3,181,4,20,16,9.0,160,11,19,25,18399.0,2,6,2966,0.05097164702134438,602371.4550000001,0.8839779005524862,22.0,265.05256451099075,240.0
0,161.0,10,1,0,0,3,2,0,107.9,186.7,68.4,56.7,3020,1,2,120,4,21,13,8.4,97,9,19,24,11900.0,4,4,1966,0.032119205298013244,724074.876,0.8083333333333333,21.5,160.59602649006624,203.70000000000002
0,161.0,10,0,1,0,3,2,0,107.9,186.7,68.4,56.7,3197,1,2,152,2,30,25,21.0,95,0,28,33,13200.0,4,4,2490,0.029715358148264,724074.876,0.625,30.5,123.3187363152956,498.75
0,161.0,10,1,0,0,4,2,0,114.2,198.9,68.4,58.7,3230,1,2,120,4,21,13,8.4,97,9,19,24,12440.0,4,4,1966,0.030030959752321982,798599.4120000001,0.8083333333333333,21.5,150.1547987616099,203.70000000000002
0,161.0,10,0,1,0,4,2,0,114.2,198.9,68.4,58.7,3430,1,2,152,2,30,25,21.0,95,0,25,25,13860.0,4,4,2490,0.027696793002915453,798599.4120000001,0.625,25.0,114.94169096209913,498.75
0,161.0,10,1,0,0,3,2,0,107.9,186.7,68.4,56.7,3075,1,2,120,4,21,1,8.4,95,9,19,24,15580.0,4,4,1966,0.030894308943089432,724074.876,0.7916666666666666,21.5,154.47154471544715,199.5
0,161.0,10,0,1,0,3,2,0,107.9,186.7,68.4,56.7,3252,1,2,152,2,30,25,21.0,95,0,28,33,16900.0,4,4,2490,0.02921279212792128,724074.876,0.625,30.5,121.2330873308733,498.75
0,161.0,10,1,0,0,4,2,0,114.2,198.9,68.4,56.7,3285,1,2,120,4,21,1,8.4,95,9,19,24,16695.0,4,4,1966,0.0289193302891933,771389.8920000001,0.7916666666666666,21.5,144.5966514459665,199.5
0,161.0,10,0,1,0,4,2,0,114.2,198.9,68.4,58.7,3485,1,2,152,2,30,25,21.0,95,0,25,25,17075.0,4,4,2490,0.027259684361549498,798599.4120000001,0.625,25.0,113.12769010043041,498.75
0,161.0,10,1,0,0,3,2,0,107.9,186.7,68.4,56.7,3075,1,2,120,4,21,13,8.4,97,9,19,24,16630.0,4,4,1966,0.031544715447154474,724074.876,0.8083333333333333,21.5,157.72357723577235,203.70000000000002
0,161.0,10,0,1,0,3,2,0,107.9,186.7,68.4,56.7,3252,1,2,152,2,30,25,21.0,95,0,28,33,17950.0,4,4,2490,0.02921279212792128,724074.876,0.625,30.5,121.2330873308733,498.75
0,161.0,10,1,1,0,3,2,0,108.0,186.7,68.3,56.0,3130,1,2,134,4,27,14,7.0,142,16,18,24,18150.0,4,4,2195,0.04536741214057508,714090.1599999999,1.0597014925373134,21.0,254.05750798722045,248.5
1,119.0,11,1,0,1,2,1,0,93.7,157.3,63.8,50.8,1918,1,2,90,1,3,15,9.4,68,15,37,41,5572.0,2,4,1474,0.035453597497393116,509815.59199999995,0.7555555555555555,39.0,194.99478623566216,159.8
1,119.0,11,1,1,1,2,1,0,93.7,157.3,63.8,50.8,2128,1,2,98,5,6,19,7.6,102,15,24,30,7957.0,2,4,1605,0.047932330827067667,509815.59199999995,1.0408163265306123,27.0,263.6278195488722,193.79999999999998
1,154.0,11,1,0,0,2,1,0,93.7,157.3,63.8,50.6,1967,1,2,90,1,3,15,9.4,68,15,31,38,6229.0,4,4,1474,0.03457041179461108,507808.444,0.7555555555555555,34.5,190.13726487036095,159.8
1,154.0,11,1,0,0,3,1,0,93.7,167.3,63.8,50.8,1989,1,2,90,1,3,15,9.4,68,15,31,38,6692.0,4,4,1474,0.03418803418803419,542225.992,0.7555555555555555,34.5,188.03418803418805,159.8
1,154.0,11,1,0,0,3,1,0,93.7,167.3,63.8,50.8,2191,1,2,98,1,3,15,9.4,68,15,31,38,7609.0,4,4,1605,0.031036056595162027,542225.992,0.6938775510204082,34.5,170.69831127339114,159.8
-1,74.0,11,1,0,0,4,1,0,103.3,174.6,64.6,59.8,2535,1,2,122,1,18,22,8.5,88,9,24,30,8921.0,4,4,1999,0.03471400394477318,674493.7679999998,0.7213114754098361,27.0,173.57001972386587,187.0
3,129.0,11,1,1,1,2,2,0,95.9,173.2,66.3,50.2,2818,1,2,156,5,25,29,7.0,145,9,19,24,12764.0,2,4,2556,0.05145493257629524,576454.632,0.9294871794871795,21.5,257.2746628814762,253.75
3,186.0,12,1,0,1,2,2,0,94.5,168.9,68.3,50.2,2778,1,2,151,4,34,10,9.5,143,15,19,27,22018.0,2,4,2474,0.05147588192944565,579100.6740000001,0.9470198675496688,23.0,283.11735061195105,339.625
3,150.0,13,1,0,1,2,1,0,99.1,186.6,66.5,56.1,2658,1,2,121,4,23,7,9.31,110,12,21,28,11850.0,2,4,1982,0.04138449962377728,696139.29,0.9090909090909091,24.5,217.2686230248307,256.02500000000003
2,104.0,13,1,0,0,3,1,0,99.1,186.6,66.5,56.1,2695,1,2,121,4,23,7,9.3,110,12,21,28,12170.0,4,4,1982,0.04081632653061224,696139.29,0.9090909090909091,24.5,214.28571428571428,255.75000000000003
3,150.0,13,1,0,1,2,1,0,99.1,186.6,66.5,56.1,2707,1,2,121,4,0,0,9.3,110,12,21,28,15040.0,2,4,1982,0.04063538973032878,696139.29,0.9090909090909091,24.5,213.33579608422608,255.75000000000003
2,104.0,13,1,0,0,3,1,0,99.1,186.6,66.5,56.1,2758,1,2,121,4,23,7,9.3,110,12,21,28,15510.0,4,4,1982,0.03988397389412618,696139.29,0.9090909090909091,24.5,209.39086294416245,255.75000000000003
3,150.0,13,1,1,1,2,1,0,99.1,186.6,66.5,56.1,2808,0,2,121,4,23,7,9.0,160,15,19,26,18150.0,2,4,1982,0.05698005698005698,696139.29,1.322314049586777,22.5,313.3903133903134,360.0
2,104.0,13,1,1,0,3,1,0,99.1,186.6,66.5,56.1,2847,0,2,121,4,23,7,9.0,160,15,19,26,18620.0,4,4,1982,0.056199508254302775,696139.29,1.322314049586777,22.5,309.09729539866527,360.0
2,83.0,14,1,0,1,2,1,0,93.7,156.9,63.4,53.7,2050,2,2,97,1,28,2,9.0,69,8,31,36,5118.0,2,4,1589,0.033658536585365856,534178.6020000001,0.711340206185567,33.5,164.9268292682927,155.25
